a 安 爱 阿 啊 按 案 暗 岸 奥 唉 碍 矮 哀 昂 傲 挨 袄 埃 呵 哎 澳 艾 氨 俺 癌 凹 鞍 懊 熬 隘
a1 阿 啊 呵 腌 吖 锕 錒
a2 嗄 呵 啊
a3 呵 啊
a4 呵 啊
a5 啊 阿
aba 阿爸
lengxiaohua 冷笑话
lengxuedongwu 冷血动物
lengyan 冷眼
lengyanlengyu 冷言冷语
lengyanpangguan 冷眼旁观
lengyanxiangdai 冷眼相待
lengyin 冷饮
lengyu 冷遇
lengyubingren 冷语冰人
lengzhan 冷战
lengzheng 愣怔
lengzheng 睖睁
lengzhu 棱柱
lengzhui 棱锥
lengzi 冷字
lengzi 棱子
lepai 勒派
lequ 乐趣
leshanhaoshi 乐善好施
leshi 乐事
letaotao 乐陶陶
letianzhiming 乐天知命
letu 乐土
leya 了呀
leye 乐业
leyi 乐意
leyi 勒抑
leyige 了一个
leyiwangyou 乐以忘忧
leyu 乐于
leyu 仂语
leyuan 乐园
lezaiqizhong 乐在其中
lezha 勒诈
lezhu 簕竹
lezi 乐子
lezizi 乐滋滋
li 里 理 力 立 利 离 李 历 丽 例 礼 粒 厉 璃 莉 黎 哩 励 吏 栗 裡 隶 狸 梨 漓 厘 沥 篱 俐 離 犁 砾 笠 雳 罹 歷 鲤 戾 俚 砺 禮 荔 鹂 裏 喱 麗 蠡 蛎 郦 逦 痢 呖 藜 俪 唳 莅 跞 骊 厲 栎 锂 鬲 娌 蜊 醴 黧 枥 勵 隸 疠 詈 澧 叻 浬 慄 粝 坜 猁 傈 曆 鳢 溧 轹 缡 蓠 籬 疬 靂 嫠 貍 釐 壢 瀝 礪 蘚 酾 醨 黐 豊 邐 鯉 儷 嚦 暦 砬 礫 㒿 㓯 㠟 㥎 㦒 㰀 㰚 㴝 㷰 㹈 㿛 䄜 䅻 䉫 䊍 䋥 䍠 䍦 䔆 䔣 䔧 䖥 䖽 䖿 䙰 䣓 䣫 䱘 䴻 䵓 䵩 刕 剓 剺 劙 嚟 囄 孋 孷 廲 悡 攡 梩 梸 棃 樆 氂 漦 灕 犂 犛 瓈 盠 睝 穲 粍 粚 糎 縭 艃 菞 蔾 蘺 蟍 蟸 褵 謧 邌 釃 鋫 錅 鏫 鑗 騹 驪 鯬 鱺 鲡 鵹 鸝 麶 㸚 㾖 䗍 䤚 䧉 兣 峛 峢 峲 欚 粴 鋰 鱧 礼 㑦 㒧 㔏 㕸 㗚 㘑 㟳 㠣 㡂 㤡 㤦 㧰 㬏 㮚 㯤 㱹 㴃 㷴 㺡 㻎 㻺 㼖 㽁 㽝 㾐 㿨 䁻 䃯 䅄 䇐 䊪 䍥 䍽 䓞 䔁 䔉 䕻 䗶 䘈 䚏 䚕 䟏 䟐 䡃 䤙 䥶 䬅 䬆 䮋 䮥 䰛 䰜 䲞 䴄 䴡 䶘 儮 凓 厤 厯 叕 唎 囇 塛 娳 婯 屴 岦 巁 悧 悷 搮 擽 攊 攦 攭 斄 曞 朸 栛 栵 棙 檪 櫔 櫟 櫪 欐 歴 沴 沵 浰 涖 濿 爄 爏 犡 珕 琍 瑮 瓅 瓑 瓥 癘 癧 皪 盭 矋 砅 磿 礰 禲 秝 筣 篥 糲 綟 纅 脷 苈 苙 茘 蒞 藶 蚸 蛠 蜧 蝷 蠇 蠣 蠫 觻 讈 赲 躒 轢 轣 酈 釙 鉝 镉 隷 雴 靋 鬁 鱱 鱳 鳨 鴗 鷅 鷑 麜
li1 哩
li2 离 璃 黎 狸 梨 漓 厘 篱 離 犁 罹 鹂 喱 麗 蠡 藜 骊 蜊 黧 缡 蓠 籬 嫠 貍 釐 酾 醨 黐 㒿 㓯 㠟 㥎 㦒 㰀 㰚 㴝 㷰 㹈 㿛 䄜 䅻 䉫 䊍 䋥 䍠 䍦 䔆 䔣 䔧 䖥 䖽 䖿 䙰 䣓 䣫 䱘 䴻 䵓 䵩 丽 刕 剓 剺 劙 嚟 囄 孋 孷 廲 悡 攡 梩 梸 棃 樆 氂 漦 灕 犂 犛 瓈 盠 睝 穲 粍 粚 糎 縭 艃 菞 蔾 蘺 蟍 蟸 褵 謧 邌 釃 鋫 錅 鏫 鑗 騹 驪 鯬 鱺 鲡 鵹 鸝 麶
li3 里 理 李 礼 哩 裡 鲤 俚 禮 裏 蠡 逦 锂 娌 醴 澧 浬 鳢 豊 邐 鯉 㸚 㾖 䗍 䤚 䧉 兣 峛 峢 峲 欚 粴 蟸 鋰 鱧 礼
li4 力 立 利 历 丽 例 粒 厉 莉 励 吏 栗 隶 沥 俐 砾 笠 雳 歷 戾 砺 荔 麗 蛎 郦 痢 呖 俪 唳 莅 跞 厲 栎 鬲 枥 勵 隸 疠 詈 叻 慄 粝 坜 猁 傈 曆 溧 轹 疬 靂 壢 瀝 礪 蘚 儷 嚦 暦 砬 礫 㑦 㒧 㒿 㔏 㕸 㗚 㘑 㟳 㠣 㡂 㤡 㤦 㧰 㬏 㮚 㯤 㱹 㴃 㷴 㺡 㻎 㻺 㼖 㽁 㽝 㾐 㿛 㿨 䁻 䃯 䅄 䇐 䊪 䍥 䍽 䓞 䔁 䔉 䔧 䕻 䗶 䘈 䚏 䚕 䟏 䟐 䡃 䤙 䥶 䬅 䬆 䮋 䮥 䰛 䰜 䲞 䴄 䴡 䶘 儮 凓 厤 厯 叕 唎 囇 塛 娳 婯 屴 岦 巁 悧 悷 搮 擽 攊 攦 攭 斄 曞 朸 栛 栵 棙 檪 櫔 櫟 櫪 欐 歴 沴 沵 浰 涖 濿 爄 爏 犡 珕 琍 瑮 瓅 瓑 瓥 癘 癧 皪 盭 矋 砅 磿 礰 禲 秝 筣 篥 糲 綟 纅 脷 苈 苙 茘 蒞 藶 蚸 蛠 蜧 蝷 蠇 蠣 蠫 觻 讈 赲 躒 轢 轣 酈 釙 鉝 镉 隷 雴 靋 鬁 鱱 鱳 鳨 鴗 鷅 鷑 麜
li5 哩
lia 俩 倆
lia3 俩 倆
lian 立案
lian 脸 连 联 恋 练 怜 莲 帘 廉 链 炼 敛 涟 镰 連 聯 臉 琏 殓 戀 濂 練 潋 奁 裢 楝 憐 娈 蓮 鲢 鍊 簾 斂 鐮 裣 鏈 漣 槤 煉 鰊 㓎 㜕 㝺 㟀 㡘 㢘 㥕 㦁 㶌 㺦 㼓 㾾 䁠 䃛 䆂 䏈 䙺 䥥 䨬 䭑 亷 劆 匲 匳 嗹 噒 奩 奱 嫾 嬚 慩 梿 櫣 溓 濓 熑 燫 璉 磏 籢 籨 縺 翴 聨 聫 聮 臁 莶 蔹 薕 螊 蠊 褳 覝 謰 譧 蹥 鎌 鬑 鰱 㦑 㪘 㯬 㰈 㰸 䇜 䌞 䐄 僆 摙 稴 羷 膦 蘞 襝 鄻 㜃 㜻 㪝 㱨 㶑 㼑 堜 媡 孌 歛 殮 湅 澰 瀲 瑓 纞 萰 薟 蘝 錬
lian2 连 联 怜 莲 帘 廉 涟 镰 連 聯 濂 奁 裢 憐 蓮 鲢 簾 鐮 漣 槤 㓎 㜕 㝺 㟀 㡘 㢘 㥕 㦁 㶌 㺦 㼓 㾾 䁠 䃛 䆂 䏈 䙺 䥥 䨬 䭑 亷 劆 匲 匳 嗹 噒 奩 奱 嫾 嬚 慩 梿 櫣 溓 濓 熑 燫 璉 磏 籢 籨 縺 翴 聨 聫 聮 臁 莶 蔹 薕 螊 蠊 褳 覝 謰 譧 蹥 鎌 鬑 鰱
lian3 脸 敛 臉 琏 斂 裣 㦑 㪘 㯬 㰈 㰸 㼓 䇜 䌞 䐄 䙺 僆 摙 璉 稴 羷 膦 莶 蔹 蘞 襝 鄻
lian4 恋 练 链 炼 敛 殓 戀 練 潋 楝 娈 鍊 斂 裣 鏈 煉 鰊 㜃 㜻 㪝 㰸 㱨 㶑 㼑 堜 媡 孌 歛 殮 湅 澰 瀲 瑓 稴 纞 萰 蔹 薟 蘝 蘞 襝 錬
lianai 怜爱
lianai 恋爱
lianbang 联邦
lianbi 练笔
lianbi 连比
lianbing 练兵
lianbinhuzi 连鬓胡子
lianbo 连播
lianbu 帘布
lianbu 敛步
lianbushang 连不上
liancai 敛财
liancai 莲菜
lianchang 联唱
liancheng 联程
lianchi 廉耻
lianchu 炼出
lianci 连词
lianda 练达
liandai 连…带…
liandai 连带
liandan 炼丹
liandan 脸蛋
liandaner 脸蛋儿
liandangku 连裆裤
liandao 镰刀
liande 练得
liandian 联电
liandong 联动
liandui 练队
liandui 连队
lianer 涟洏
lianfang 联防
lianfang 莲房
liang
liang 两 量 亮 良 梁 凉 俩 辆 粮 谅 兩 粱 踉 晾 靓 涼 魉 輛 倆 諒 椋 阆 樑 糧 莨 哴 悢 墚 輬 㹁 䝶 䣼 䭪 簗 綡 辌 駺 㒳 㔝 䓣 䠃 䩫 両 唡 啢 掚 緉 脼 蜽 裲 魎 㾗 䀶 䁁 倞 喨 湸 輌 鍄 靚
liang2 量 良 梁 凉 粮 粱 涼 椋 樑 糧 莨 墚 輬 㹁 䝶 䣼 䭪 簗 綡 辌 駺
liang3 两 俩 兩 魉 倆 阆 㒳 㔝 䓣 䠃 䩫 両 唡 啢 掚 緉 脼 蜽 裲 魎
liang4 亮 量 辆 谅 凉 踉 晾 靓 涼 輛 諒 哴 悢 㾗 䀶 䁁 倞 喨 湸 輌 鍄 靚
liangan 两岸
liangang 炼钢
liangba 两把
liangbai 两百
liangbaijushang 两败俱伤
liangbaikai 凉白开
liangban 凉拌
liangbandouyacai 凉拌豆芽菜
liangbei 两杯
liangbei 量杯
liangben 两本
liangbian 两边 量变 两遍
liangbiandao 两边倒
liangbu 两步 两部
liangbufen 两部分
liangbuguchui 两部鼓吹
liangbuzhao 两不找
liangcai 凉菜
liangcaierwei 量才而为
liangcailuyong 量才录用
liangcang 粮仓
liangcao 粮草
liangce 良策
liangceng 两层
liangcha 谅察
liangcheng 量程
liangchenjiri 良辰吉日
liangchenmeijing 良辰美景
liangchongtian 两重天
liangchongxing 两重性
liangchou 莨绸
liangci 两次
liangci 量词
liangda 量大
liangdacongyou 量大从优
liangdang 裲裆
liangdangzhi 两党制
liangdi 两地
liangdi 两抵
liangdi 亮底
liangdian 亮点 两点
liangdianlun 两点论
liangdie 凉碟
liangdifenju 两地分居
liangdu 亮度
liangdu 量度
liangduan 两端
liangdun 两顿
liangduo 良多
liange 恋歌
liange 连个
liangegao 两恶搞
liangen 连亘
liangenba 连根拔
lianger 亮儿
liangersaidou 两耳塞豆
liangfei 靓妃
liangfen 两份
liangfen 亮分
liangfen 凉粉
liangfeng 两封
liangfenzhong 两分钟
liangge 两个
lianggeci 两个词
lianggehe 两个喝
lianggeren 两个人
lianggeyue 两个月
lianggezi 两个字
lianggongpo 两公婆
lianggongxinku 良工心苦
liangguang 两广
liangguang 亮光
liangguangguang 亮光光
liangguanglie 梁光烈
lianggui 量规
liangguxiangfu 两瞽相扶
lianghan 两汉
lianghang 两行
lianghao 良好
lianghu 两湖
lianghuang 粮荒
lianghuhu 梁呼呼
lianghuishi 两回事
lianghuxiangdou 两虎相斗
liangji 两极
liangjia 两家
liangjia 良家
liangjian 两件
liangjiang 两江
liangjiaogui 两脚规
liangjiaoqi 量角器
liangjiaoshuchu 两脚书橱
liangjiaoyehu 两脚野狐
liangjie 两届
liangjie 谅解
liangjin 两斤
liangjin 两晋
liangjingjing 亮晶晶
liangjinmeiyu 良金美玉
liangjiu 良久
liangju 两句
liangju 量具
liangjuhua 两句话
liangkou 两口
liangkouer 两口儿
liangkouzi 两口子
liangku 良苦
liangkuai 凉快 两块
liangkuai 量块
lianglei 两类
liangleichadao 两肋插刀
liangli 两利
liangli 亮丽
liangli 靓丽
liangliang 悢悢
liangliduode 量力度德
lianglierxing 量力而行
lianglvse 亮绿色
liangmao 凉帽
liangmashi 两码事
liangmengxiangjin 梁孟相敬
liangmianershe 两面二舌
liangmianguang 两面光
liangmianpai 两面派
liangmiansandao 两面三刀
liangmianxing 两面性
liangmin 良民
liangming 两名
liangmo 粮秣
liangnengshouguan 量能授官
liangnian 两年
liangnianqian 两年前
liangniao 椋鸟
liangnong 粮农
liangnv 靓女
liangong 练功
liangongba 连拱坝
liangpaizi 亮牌子
liangpang 两旁
liangpeng 凉棚
liangpian 两篇
liangpiao 两票
liangping 两瓶 亮屏
liangqi 两栖
liangqi 两讫
liangqiang 踉跄
liangqiang 踉蹡
liangqidongwu 两栖动物
liangqing 两清
liangqinzemu 良禽择木
liangqizhiwu 两栖植物
liangquanqimei 两全其美
liangren 两人
liangren 良人
liangrou 粱肉
liangruweichu 量入为出
liangsan 两三
liangsanbai 两三百
liangsanci 两三次
liangsandian 两三点
liangsannian 两三年
liangsantian 两三天
liangse 亮色
liangshai 晾晒
liangshangjunzi 梁上君子
liangshanshan 亮闪闪
liangsheng 两声
liangshi 粮食
liangshiweiren 两世为人
liangshiyiyou 良师益友
liangshizuowu 粮食作物
liangshoukongkong 两手空空
liangshu 凉薯
liangshuang 凉爽
liangshuangni 凉爽呢
liangshudouxue 两鼠斗穴
liangshui 凉水
liangsisi 凉丝丝
liangsousou 凉飕飕
liangtai 两台
liangtai 凉台
liangtai 晾台
liangtang 亮堂
liangtangdian 亮堂点
liangtangtang 亮堂堂
liangtao 两套
liangtian 两天
liangtian 良田
liangtiao 两条
liangtiaoming 两条命
liangticaiyi 量体裁衣
liangting 凉亭
liangtong 量筒
liangtou 两头
liangtoubaimian 两头白面
lianguan 联贯
lianguan 连贯
liangui 链轨
lianguo 练过
lianguoduan 连锅端
liangwan 两晚
liangwei 两位
liangxi 凉席
liangxia 两下
liangxiali 两下里
liangxiang 两厢
liangxiang 亮相
liangxiang 粮饷
liangxiangqingyuan 两相情愿
liangxiao 良宵
liangxiaoliwei 量小力微
liangxiaowucai 两小无猜
liangxiazi 两下子
liangxie 凉鞋
liangxin 良心
liangxing 两性
liangxing 良性
liangxing 量刑
liangxingren 两性人
liangxingshengzhi 两性生殖
liangxingzhongliu 良性肿瘤
liangxiuqingfeng 两袖清风
liangyan 两眼
liangyanren 亮眼人
liangyao 凉药
liangyaokukou 良药苦口
liangyeyanmu 两叶掩目
liangyi 两翼
liangyi 凉意
liangyifang 梁一方
liangyong 两用
liangyoubuqi 良莠不齐
liangyuan 良缘
liangyuanzhi 两院制
liangzai 靓仔
liangzao 两造
liangzengzeng 亮锃锃
liangzhan 两战
liangzhan 粮栈
liangzhan 粮站
liangzhang 两张
liangzhangpiao 两张票
liangzhe 两者
liangzhengzheng 亮铮铮
liangzhi 两只
liangzhiliangneng 良知良能
liangzhong 两种
liangzhong 良种
liangzhou 两周
liangzhouqian 两周前
liangzi 两字
liangzi 量子
liangzu 两组
lianhe 联合
lianheguo 联合国
lianheguoxinwenwang 联合国新闻网
lianheji 联合机
lianheshougeji 联合收割机
lianhezhanxian 联合战线
lianhezhengfu 联合政府
lianhezhi 联合制
lianhong 脸红
lianhongbozicu 脸红脖子粗
lianhua 炼话
lianhua 莲花
lianhuabai 莲花白
lianhuabinguan 莲花宾馆
lianhuachi 莲花池
lianhualao 莲花落
lianhuan 联欢
lianhuan 连环
lianhuanbao 连环保
lianhuanhua 连环画
lianji 敛迹
lianjia 廉价
lianjia 恋家
lianjia 梿枷
lianjia 脸颊
lianjia 连枷
lianjiao 炼焦
lianjiaoku 连脚裤
lianjie 联接
lianjie 联结
lianjie 连结
lianjie 链接 连接
lianjiechaoshi 连接超时
lianjiechu 连接处
lianjiedaowangluo 链接到网络
lianjiefenggong 廉洁奉公
lianjiehao 连接号
lianjieku 链接库
lianjieshu 连接数
lianjin 连襟
lianjiu 练就
lianju 炼句
lianju 联句
lianjun 联军
liankejicai 廉可寄财
lianlei 连累
lianli 连理
lianlianbushe 恋恋不舍
lianlianbuwang 恋恋不忘
lianliankan 连连看
lianlizhi 连理枝
lianluo 联络
lianmang 连忙
lianmeierzhi 联袂而至
lianmian 联绵
lianmian 脸面
lianmian 连绵
lianmianzi 联绵字
lianmin 怜悯
lianming 廉明
lianming 联名
lianmu 恋慕
liannian 恋念
liannian 连年
lianpaner 脸盘儿
lianpang 脸庞
lianpeng 莲蓬
lianpengtou 莲蓬头
lianpi 脸皮
lianpian 连翩
lianpianerzhi 联翩而至
lianpianleidu 连篇累牍
lianpu 脸谱
lianqian 敛钱
lianqilai 连起来
lianqing 恋情
lianqiu 链球
lianquanrangshui 廉泉让水
lianqun 恋群
lianren 恋人 连任 连人
lianren 敛衽
lianren 裣衽
lianri 连日
lianrong 敛容
lianru 炼乳
lianru 联入
liansai 联赛
lianse 脸色
lianshan 炼山
lianshang 连上 脸上
lianshizhi 连史纸
lianshou 练手
lianshou 联手
liansuo 连锁
liansuodian 连锁店
liansuofanying 连锁反应
liantai 莲台
liantaibenxi 连台本戏
liantanger 脸膛儿
liantiao 链条
liantong 联通
liantong 连同
liantong 连通
liantongqi 连通器
lianwang 联网 连网
lianwu 练武
lianxi 联系 练习 怜惜
lianxian 连线
lianxiang 联想
lianxiangdao 联想到
lianxiangxiyu 怜香惜玉
lianxie 连写
lianxihuiyi 联席会议
lianxin 莲心
lianxing 脸型
lianxing 脸形
lianxinqijiu 怜新弃旧
lianxinwangjiu 恋新忘旧
lianxiren 联系人
lianxu 怜恤
lianxu 连续
lianxuju 连续剧
lianyan 潋滟
lianye 连夜
lianyi 涟漪
lianyi 联谊
lianyin 联姻
lianying 联营
lianying 连赢
lianyintian 连阴天
lianyinyu 连阴雨
lianyiqun 连衣裙
lianyong 连用
lianyou 炼油
lianyu 炼狱
lianyuantanggao 廉远堂高
lianyun 联运
lianzai 连载
lianzhan 恋战
lianzhan 联展
lianzhe 连着
lianzhege 连这个
lianzheng 廉政
lianzheng 廉正
lianzhi 廉直
lianzhong 联众
lianzhong 连种
lianzhongchengxu 联众程序
lianzhongsanyuan 连中三元
lianzhouzhuan 连轴转
lianzhu 联属
lianzhu 连属
lianzhu 连珠
lianzhui 联缀
lianzhui 连缀
lianzi 帘子
lianzi 炼字
lianzi 练字
lianzi 脸子
lianzi 莲子
lianzi 链子
lianzong 莲宗
lianzu 敛足
lianzuo 莲座
lianzuo 连作
lianzuo 连坐
liao 料 聊 了 疗 辽 僚 寥 撩 廖 潦 撂 缭 燎 镣 嘹 寮 瞭 獠 蓼 療 尥 鹩 摎 暸 遼 钌 蹽 繚 嫽 憭 蟟 㙩 㜃 㝋 㞠 㨓 㵳 䕞 䜍 䜮 䝀 䣈 䨅 尞 屪 嵺 嶚 嶛 廫 憀 敹 漻 熮 璙 窷 簝 膋 膫 豂 賿 蹘 鐐 镽 顟 飂 飉 髎 鷚 鷯 㶫 䄦 䑠 䩍 鄝 釕 㡻 㺒 䉼 䍡 䎆 䢧 尦 炓 爒 窲 蟉
liao1 撩 蹽
liao2 聊 疗 辽 僚 寥 撩 缭 燎 嘹 寮 獠 療 鹩 摎 遼 繚 嫽 㙩 㜃 㝋 㞠 㨓 㵳 䕞 䜍 䜮 䝀 䣈 䨅 尞 屪 嵺 嶚 嶛 廫 憀 敹 漻 熮 璙 窷 簝 膋 膫 豂 賿 蹘 鐐 镽 顟 飂 飉 髎 鷚 鷯
liao3 了 潦 燎 瞭 蓼 暸 钌 憭 蟟 㝋 㶫 䄦 䑠 䩍 鄝 釕
liao4 料 廖 撂 镣 瞭 尥 钌 㡻 㶫 㺒 䉼 䍡 䎆 䢧 尞 尦 炓 爒 窲 蟉 釕 鐐
liaobeiyige 聊备一格
liaobo 撩拨
liaobude 了不得
liaobukejian 了不可见
liaobuqi 了不起
liaobuzhangjin 了不长进
liaocao 潦草
liaocheng 疗程
liaochongwangxin 蓼虫忘辛
liaodang 了当
liaodao 料到 聊到
liaode 了得
liaodi 撂地
liaodiaoer 钌铞儿
liaoding 料定
liaodong 撩动
liaodongbaishi 辽东白豕
liaodou 撩逗
liaodou 料斗
liaodouer 料豆儿
liaoduan 了断
liaofacuiku 燎发摧枯
liaofang 寮房
liaofengtixie 撩蜂剔蝎
liaofuerer 聊复尔耳
liaoguo 聊过
liaohuang 撂荒
liaoji 僚机
liaoji 料及
liaoji 疗饥
liaojiao 撂跤
liaojie 了解 了结
liaojieei 了解诶
liaojiu 料酒
liaoju 了局
liaojuezi 尥蹶子
liaokao 镣铐
liaokuo 寥廓
liaokuo 辽阔
liaolan 蓼蓝
liaoliang 嘹亮
liaoliang 嘹喨
liaoliao 聊聊
liaoliaokeshu 寥寥可数
liaoliaowuji 寥寥无几
liaoluan 撩乱
liaoluo 寥落
liaopao 燎泡
liaoqi 料器
liaoqie 聊且
liaoque 了却
liaoran 了然
liaore 撩惹
liaoruochenxing 寥若晨星
liaoruzhizhang 了如指掌
liaoshang 疗伤
liaoshao 瞭哨
liaoshendaming 了身达命
liaoshengyichou 聊胜一筹
liaoshengyuwu 聊胜于无
liaoshi 了事
liaoshirushen 料事如神
liaoshou 了手
liaoshou 撂手
liaoshu 僚属
liaotian 聊天
liaotianer 聊天儿
liaotianjilu 聊天记录
liaotiaozi 撂挑子
liaowang 瞭望
liaowangshao 瞭望哨
liaowu 了悟
liaowu 了无
liaoxi 辽西
liaoxiang 料想
liaoxiao 疗效
liaoyang 疗养
liaoyangyuan 疗养院
liaoyijiechao 聊以解嘲
liaoyiseze 聊以塞责
liaoyiziwei 聊以自慰
liaoyizusui 聊以卒岁
liaoyou 僚友
liaoyuan 辽远
liaoyuanliehuo 燎原烈火
liaozhang 了账
liaozhi 疗治
liaozi 料子
liaozuo 僚佐
liba 力巴
liba 篱笆
libai 礼拜
libaisi 礼拜寺
libaitang 礼拜堂
libaitian 礼拜天
libangyidao 利傍倚刀
libao 栗暴
libaoying 李宝英
libashanxiqigaishi 力拔山兮气盖世
liben 历本
libi 利弊
libi 力避
libian 里边
libiao 立标
libie 离别
libin 礼宾
libing 礼兵
libingbing 李冰冰
libingmoma 厉兵秣马
libucongxin 力不从心
libukai 离不开
libukuiyi 利不亏义
libunengzhi 力不能支
libushengren 力不胜任
libuxuwei 嫠不恤纬
licai 理睬
lichaer 理茬儿
lichang 立场
lichao 历朝
lichen 历陈
licheng 历程
licheng 礼成
lichengbei 里程碑
lichi 力持
lichou 离愁
lichoupengxin 里丑捧心
lichu 力畜
lichun 立春
lichuwailian 里出外进
lici 历次
licicunzhao 立此存照
licu 力促
licuo 力挫
lidai 历代
lidai 里带
lidaitaojiang 李代桃僵
lidan 礼单
lidanduogan 沥胆堕肝
lidang 理当
lidanpigan 沥胆披肝
lidao 力道
lidao 离岛
lide 力的
lideng 立等
liding 厘定
liding 立定
lidishuchu 立地书橱
lidong 立冬
liduan 理短
lidui 离队
liduo 利多
lie 列 烈 裂 猎 劣 咧 冽 趔 獵 洌 鬣 捩 躐 埒 䟩 㤠 㧜 㬯 㭞 㯿 㲱 㸊 㸹 㻺 㼲 㽟 䁽 䅀 䉭 䓟 䜲 䝓 䟹 䪉 䮋 䴕 䶛 儠 劽 埓 姴 巤 挒 擸 浖 煭 爉 犣 猟 睙 聗 脟 茢 蛚 蛶 迾 颲 鬛 鮤 鱲 鴷
lie1 咧
lie3 咧 䟩
lie4 列 烈 裂 猎 劣 冽 趔 獵 洌 鬣 捩 躐 埒 㤠 㧜 㬯 㭞 㯿 㲱 㸊 㸹 㻺 㼲 㽟 䁽 䅀 䉭 䓟 䜲 䝓 䟹 䪉 䮋 䴕 䶛 儠 劽 埓 姴 巤 挒 擸 浖 煭 爉 犣 猟 睙 聗 脟 茢 蛚 蛶 迾 颲 鬛 鮤 鱲 鴷
liebian 裂变
liebiao 列表
liebing 列兵
liebu 猎捕
liecaozuo 列操作
liechang 猎场
lieche 列车
liecheyuan 列车员
liechi 裂齿
liechu 列出
liedang 列当
liedao 列岛
liedeng 劣等
liedeng 躐等
liedingershi 列鼎而食
liedu 烈度
liedui 列队
liefeng 烈风
liefeng 裂缝
liefengyinyu 列风淫雨
liegenxing 劣根性
liegou 猎狗
liegou 鬣狗
lieguo 列国
lieguo 裂果
liehen 裂痕
liehu 劣弧
liehu 猎户
liehua 裂化
liehuobianri 烈火辨日
liehuohonglei 烈火轰雷
liehuojianzhenjin 烈火见真金
liehuopengyou 烈火烹油
liehuzuo 猎户座
liejie 裂解
liejizhaozhu 劣迹昭著
lieju 列举
liekou 裂口
liekuai 列快
lielie 咧咧
lielie 猎猎
liema 劣马
lieningzhuyi 列宁主义
lienv 烈女
liepian 裂片
lieqi 猎奇
lieqiang 列强
lieqiang 猎枪
lieqianting 猎潜艇
lieqie 趔趄
liequ 猎取
liequan 猎犬
lieren 猎人
lieri 烈日
lieru 列入
lieshi 劣势
lieshi 烈士
lieshou 猎手
lieshu 烈属
lietou 猎头
lietufenmao 裂土分茅
liewei 列为
liewei 列位
liewen 裂璺
liewen 裂纹
liewu 猎物
liexi 列席
liexi 裂隙
liexing 烈性
lieyan 烈焰
liezhi 劣质
liezhuan 列传
liezui 咧嘴
lifa 历法
lifa 理发
lifa 礼法
lifa 立法
lifanggen 立方根
lifangti 立方体
lifei 粒肥
lifo 礼佛
lifu 嫠妇
lifu 礼服
lifuni 礼服呢
ligai 理该
ligaitu 栗钙土
liganjianying 立竿见影
ligao 梨膏
lige 俚歌
lige 骊歌
ligeer 离格儿
ligong 理工
ligong 离宫
ligongda 理工大
ligongdaxue 理工大学
ligongke 理工科
ligongkebiye 理工科毕业
ligongshuzui 立功赎罪
ligouwailian 里勾外联
ligouwailian 里勾外连
ligui 例规
ligui 厉鬼
ligui 立柜
ligunli 利滚利
liguo 立国
lihai 厉害
lihaide 厉害的
lihaideshi 利害得失
lihaiyouguan 利害攸关
lihao 利好
lihei 黎黑
lihei 黧黑
liheqi 离合器
lihou 立候
lihu 立户
lihua 犁铧
lihua 礼花
lihuadaiyu 梨花带雨
lihui 例会
lihui 理会
lihui 莅会
lihun 离婚
lihunyici 离婚一次
lihuo 藜藿
liji 痢疾
liji 立即 利己
liji 里脊
lijia 例假
lijian 力荐
lijian 离间
lijian 里间
lijiang 丽江
lijiao 立脚
lijiaodian 立脚点
lijiaoqiao 立交桥
lijie 力戒
lijie 历届
lijie 理解
lijie 礼节
lijie 离解
lijiele 理解了
lijieli 理解力
lijieshengsi 力竭声嘶
lijiezhe 理解这
lijihouzhong 里急后重
lijin 例禁
lijin 利金
lijin 历尽
lijin 厘金
lijin 礼金
lijin 黎锦
lijing 历经
lijing 犁镜
lijing 立井
lijingbianzhi 离经辨志
lijinggengshi 励精更始
lijingpandao 离经叛道
lijingtuzhi 励精图治
lijinjinpi 力尽筋疲
lijiu 历久
lijiubushe 醴酒不设
lijizhuyi 利己主义
liju 例句
liju 力矩
liju 理据
lijue 立决
likai 离开
likaile 离开了
like 理科
like 立刻
likecishiti 立克次氏体
likong 利空
likou 利口
likui 李逵
likui 理亏
lilai 历来
lilao 沥涝
lilaoquanburu 篱牢犬不入
lileng 立睖
lili 呖呖
lili 沥沥
lilian 历练
liliang 力量
liliangda 力量大
liliao 理疗
lilikeshu 历历可数
lililala 哩哩啦啦
lililuoluo 哩哩啰啰
lilin 莅临
liling 立领
lilingzhihun 利令智昏
liliuwaixie 哩溜歪斜
liliweiju 栗栗危惧
lilizaimu 历历在目
lilong 里弄
lilu 利禄
lilu 理路
liluan 离乱
liluanbiefeng 离鸾别凤
lilun 理论 立论
lilunshang 理论上
liluo 篱落
lilv 利率
lima 立马
limao 狸猫
limao 礼帽
limao 礼貌
limi 厘米
limi 立米
limian 里面
limin 黎民
liming 黎明
limu 綟木
